Wavelength (nm),Spectral photon flux (1/[s m2 nm])
896.9563,7411379920562.403
897.36285,13363160459986.293
897.76935,12229945885455.604
898.17584,6881622812540.419
898.58228,3737241072566.992
898.98871,6077844974377.349
899.39514,12991235168362.404
899.80151,13581790292756.535
900.20789,9496139563697.303
900.6142,2582711171636.069
901.02051,14260147171723.418
901.42676,12384031799599.63
901.83301,1301308100546.9055
902.2392,5347233924516.998
902.64545,19674966646246.797
903.05157,17337375347833.203
903.4577,7800886025397.483
903.86383,11802497504585.818
904.2699,5443103922771.475
904.67596,5338165710523.126
905.08203,1705323743818.6814
905.48798,5505580658542.576
905.89398,18776556646565.977
906.29993,12937565136128.574
906.70587,5443571967718.685
907.11176,11550775590600.463
907.51764,14593584288414.965
907.92346,12262820672050.52
908.32928,9423603070617.156
908.73505,4921660096224.1045
909.14081,16072873997276.719
909.54651,7363005994950.866
909.95221,-2810462151354.5933
910.35791,-2691068443937.4707
910.76355,23419911040931.043
911.16919,5295959866414.392
911.57477,4151687594323.2207
911.98035,6512300919532.414
912.38586,11383262552310.66
912.79138,9856785294236.041
913.1969,18605084995087.38
913.60236,17609152425260.645
914.00775,9842816618966.385
914.41315,-133557143380.44283
914.81854,4293036800133.88
915.22388,6334399116962.959
915.62921,16375611109149.256
916.03448,4488000152008.027
916.43976,-8056358913357.191
916.84497,1371829189289.399
917.25018,9089257968651.46
917.65533,-4147259196731.4155
918.06049,8886257429651.887
918.46564,837030573978.4878
918.87073,8688733581450.443
919.27582,15884179289356.898
919.68085,6638999193230.723
920.08582,7376893349485.037
920.49084,14668540767434.818
